item_nbr,store_nbr,mae,mean_sales,mae_pct,safety_stock,reorder_point,eoq,ABC,XYZ,ABC_XYZ,family,perishable,unit_price,daily_revenue,revenue_at_risk,annual_revenue,annual_revenue_at_risk,stockout_prob,daily_stockout_cost,annual_stockout_cost,current_stock,alert,alert_urgency
838406,1,1.45,2.64,54.7,6,25,220,A,Z,AZ,DAIRY,1,2.2,5.808000000000001,3.19,2119.92,1164.35,0.18,1.0454400000000001,572.3784,31.0,False,OK
838407,1,3.77,6.29,59.9,23,67,339,A,Y,AY,DAIRY,1,2.2,13.838000000000001,8.294,5050.870000000001,3027.3100000000004,0.08,1.10704,606.1044,33.0,True,Critical
838408,1,2.51,4.33,57.8,12,42,281,A,Z,AZ,DAIRY,1,2.2,9.526000000000002,5.522,3476.9900000000007,2015.5300000000002,0.18,1.7146800000000002,938.7873000000002,21.0,True,Critical
838409,1,1.39,3.0,46.4,8,29,234,A,Y,AY,DAIRY,1,2.2,6.6000000000000005,3.058,2409.0,1116.1699999999998,0.08,0.528,289.08,46.0,False,OK
839362,1,3.14,4.04,77.7,13,42,272,A,Z,AZ,BEVERAGES,0,3.0,12.120000000000001,9.42,4423.8,3438.3,0.18,2.1816,796.284,36.0,True,Reorder Now
839363,1,2.97,4.41,67.3,19,49,284,A,Z,AZ,BEVERAGES,0,3.0,13.23,8.91,4828.95,3252.15,0.18,2.3814,869.211,41.0,True,Reorder Now
839364,1,2.35,3.65,64.4,11,37,258,A,Z,AZ,BEVERAGES,0,3.0,10.95,7.050000000000001,3996.7499999999995,2573.2500000000005,0.18,1.9709999999999999,719.415,51.0,False,OK
839367,1,1.27,2.42,52.6,6,23,210,A,Z,AZ,BEVERAGES,0,3.0,7.26,3.81,2649.9,1390.65,0.18,1.3068,476.98199999999997,35.0,False,OK
839545,1,1.98,3.52,56.3,9,33,253,A,Z,AZ,DAIRY,1,2.2,7.744000000000001,4.356,2826.5600000000004,1589.94,0.18,1.39392,763.1712,52.0,False,OK
841197,1,5.02,15.63,32.1,28,138,534,A,Y,AY,BREAD/BAKERY,1,1.5,23.445,7.529999999999999,8557.425,2748.45,0.08,1.8756000000000002,1026.891,180.0,False,OK
841514,1,2.29,3.84,59.8,15,42,265,A,Z,AZ,GROCERY I,0,2.5,9.6,5.725,3504.0,2089.625,0.18,1.728,630.72,36.0,True,Reorder Now
841570,1,1.44,2.42,59.4,7,24,210,A,Z,AZ,GROCERY I,0,2.5,6.05,3.5999999999999996,2208.25,1313.9999999999998,0.18,1.089,397.485,12.0,True,Critical
841612,1,3.79,4.53,83.5,12,44,288,A,Y,AY,CLEANING,0,4.0,18.12,15.16,6613.8,5533.4,0.08,1.4496,529.104,59.0,False,OK
841614,1,2.18,2.51,86.9,5,23,214,A,Z,AZ,CLEANING,0,4.0,10.04,8.72,3664.6,3182.8,0.18,1.8071999999999997,659.6279999999999,25.0,False,OK
841667,1,2.91,5.37,54.2,15,52,313,A,Z,AZ,DAIRY,1,2.2,11.814000000000002,6.402000000000001,4312.110000000001,2336.7300000000005,0.18,2.12652,1164.2697000000003,47.0,True,Reorder Now
841841,1,2.89,3.22,89.6,9,31,242,A,Z,AZ,GROCERY I,0,2.5,8.05,7.2250000000000005,2938.2500000000005,2637.125,0.18,1.449,528.885,46.0,False,OK
841842,1,5.24,5.16,101.4,20,56,307,A,Z,AZ,GROCERY I,0,2.5,12.9,13.100000000000001,4708.5,4781.500000000001,0.18,2.322,847.53,30.0,True,Reorder Now
843585,1,3.41,8.24,41.3,17,75,388,A,Z,AZ,GROCERY I,0,2.5,20.6,8.525,7519.000000000001,3111.625,0.18,3.708,1353.42,74.0,True,Reorder Now
844017,1,1.87,3.24,57.8,7,30,243,A,Z,AZ,DELI,1,4.5,14.580000000000002,8.415000000000001,5321.700000000001,3071.4750000000004,0.18,2.6244,1436.8590000000002,12.0,True,Critical
847859,1,5.82,10.35,56.2,30,102,435,A,Z,AZ,BEVERAGES,0,3.0,31.049999999999997,17.46,11333.249999999998,6372.900000000001,0.18,5.5889999999999995,2039.985,98.0,True,Reorder Now
847863,1,1.44,2.44,58.9,6,23,211,A,Z,AZ,GROCERY I,0,2.5,6.1,3.5999999999999996,2226.5,1313.9999999999998,0.18,1.0979999999999999,400.7699999999999,11.0,True,Critical
847894,1,2.05,4.38,46.7,11,41,283,A,Y,AY,BREAD/BAKERY,1,1.5,6.57,3.0749999999999997,2398.05,1122.375,0.08,0.5256000000000001,287.766,22.0,True,Reorder Now
848765,1,2.1,4.12,50.9,13,42,274,A,Z,AZ,GROCERY I,0,2.5,10.3,5.25,3759.5000000000005,1916.25,0.18,1.854,676.71,23.0,True,Reorder Now
849142,1,2.48,4.39,56.5,12,43,283,A,Y,AY,DAIRY,1,2.2,9.658,5.456,3525.1699999999996,1991.44,0.08,0.77264,423.0204,51.0,False,OK
849312,1,2.16,5.98,36.2,21,63,330,A,Y,AY,DAIRY,1,2.2,13.156000000000002,4.752000000000001,4801.9400000000005,1734.4800000000002,0.08,1.0524800000000003,576.2328000000001,82.0,False,OK
850333,1,1.25,2.78,45.0,7,26,225,A,Y,AY,GROCERY I,0,2.5,6.949999999999999,3.125,2536.7499999999995,1140.625,0.08,0.5559999999999999,202.93999999999997,29.0,False,OK
850460,1,1.46,2.54,57.4,7,25,215,A,Y,AY,GROCERY I,0,2.5,6.35,3.65,2317.75,1332.25,0.08,0.508,185.42000000000002,39.0,False,OK
851982,1,3.02,5.36,56.3,22,59,313,A,Z,AZ,PERSONAL CARE,0,5.0,26.8,15.1,9782.0,5511.5,0.18,4.824,1760.76,50.0,True,Reorder Now
852110,1,5.5,14.35,38.3,37,138,512,A,Y,AY,CLEANING,0,4.0,57.4,22.0,20951.0,8030.0,0.08,4.592,1676.08,103.0,True,Reorder Now
856687,1,76.57,90.89,84.2,485,1121,1288,A,Z,AZ,GROCERY I,0,2.5,227.225,191.42499999999998,82937.125,69870.125,0.18,40.9005,14928.6825,1617.0,False,OK
856688,1,56.84,56.0,101.5,356,748,1011,A,Z,AZ,GROCERY I,0,2.5,140.0,142.10000000000002,51100.0,51866.50000000001,0.18,25.2,9198.0,500.0,True,Reorder Now
859966,1,2.06,4.05,50.9,12,40,272,A,Y,AY,DAIRY,1,2.2,8.91,4.532000000000001,3252.15,1654.1800000000003,0.08,0.7128,390.2579999999999,62.0,False,OK
862454,1,2.89,5.33,54.3,12,50,312,A,Z,AZ,GROCERY I,0,2.5,13.325,7.2250000000000005,4863.625,2637.125,0.18,2.3985,875.4525,21.0,True,Critical
864290,1,2.02,4.75,42.6,12,45,294,A,Z,AZ,PREPARED FOODS,1,5.5,26.125,11.11,9535.625,4055.1499999999996,0.18,4.7025,2574.6187499999996,70.0,False,OK
864508,1,1.33,2.02,65.8,5,19,192,A,Z,AZ,GROCERY I,0,2.5,5.05,3.325,1843.25,1213.625,0.18,0.9089999999999999,331.78499999999997,9.0,True,Critical
864510,1,2.39,2.4,99.7,7,24,209,A,Z,AZ,GROCERY I,0,2.5,6.0,5.9750000000000005,2190.0,2180.875,0.18,1.08,394.20000000000005,35.0,False,OK
865147,1,1.32,2.15,61.2,5,21,198,A,Y,AY,PERSONAL CARE,0,5.0,10.75,6.6000000000000005,3923.75,2409.0,0.08,0.86,313.9,22.0,False,OK
866927,1,3.33,8.02,41.6,17,73,382,A,Y,AY,DELI,1,4.5,36.089999999999996,14.985,13172.849999999999,5469.525,0.08,2.8871999999999995,1580.7419999999997,116.0,False,OK
868529,1,16.16,4.14,390.3,12,41,275,A,Z,AZ,GROCERY I,0,2.5,10.35,40.4,3777.75,14746.0,0.18,1.8629999999999998,679.9949999999999,20.0,True,Critical
870544,1,2.97,4.1,72.4,36,65,273,A,Z,AZ,PERSONAL CARE,0,5.0,20.5,14.850000000000001,7482.5,5420.250000000001,0.18,3.69,1346.85,69.0,False,OK
870545,1,7.24,4.87,148.7,18,52,298,A,Z,AZ,PERSONAL CARE,0,5.0,24.35,36.2,8887.75,13213.000000000002,0.18,4.383,1599.795,81.0,False,OK
870546,1,1.23,1.92,64.3,13,27,187,A,Z,AZ,PERSONAL CARE,0,5.0,9.6,6.15,3504.0,2244.75,0.18,1.728,630.72,28.0,False,OK
871421,1,1.72,3.0,57.3,9,30,234,A,Z,AZ,BEVERAGES,0,3.0,9.0,5.16,3285.0,1883.4,0.18,1.6199999999999999,591.3,35.0,False,OK
871600,1,0.89,2.0,44.3,5,19,191,A,Z,AZ,GROCERY I,0,2.5,5.0,2.225,1825.0,812.125,0.18,0.8999999999999999,328.49999999999994,23.0,False,OK
872317,1,1.01,1.72,58.4,4,16,177,A,Z,AZ,GROCERY I,0,2.5,4.3,2.525,1569.5,921.625,0.18,0.7739999999999999,282.51,15.0,True,Reorder Now
874593,1,3.41,3.58,95.3,18,43,255,A,Z,AZ,GROCERY I,0,2.5,8.95,8.525,3266.7499999999995,3111.625,0.18,1.6109999999999998,588.0149999999999,50.0,False,OK
876663,1,2.46,4.57,53.8,11,43,289,A,Z,AZ,GROCERY I,0,2.5,11.425,6.15,4170.125,2244.75,0.18,2.0565,750.6225000000001,47.0,False,OK
877513,1,1.3,1.88,69.3,5,18,185,A,Z,AZ,CLEANING,0,4.0,7.52,5.2,2744.7999999999997,1898.0,0.18,1.3536,494.06399999999996,27.0,False,OK
877514,1,4.49,9.14,49.1,34,98,408,A,Z,AZ,CLEANING,0,4.0,36.56,17.96,13344.400000000001,6555.400000000001,0.18,6.5808,2401.992,45.0,True,Critical
881701,1,1.65,2.53,65.2,11,29,215,A,Z,AZ,GROCERY I,0,2.5,6.324999999999999,4.125,2308.6249999999995,1505.625,0.18,1.1384999999999998,415.55249999999995,21.0,True,Reorder Now
881911,1,2.72,2.93,93.0,8,28,231,A,Y,AY,GROCERY I,0,2.5,7.325,6.800000000000001,2673.625,2482.0000000000005,0.08,0.5860000000000001,213.89000000000001,43.0,False,OK
881912,1,1.16,2.18,53.3,6,21,200,A,Y,AY,GROCERY I,0,2.5,5.45,2.9,1989.25,1058.5,0.08,0.436,159.14,31.0,False,OK
882624,1,2.27,7.9,28.7,14,69,380,A,Y,AY,DAIRY,1,2.2,17.380000000000003,4.994000000000001,6343.700000000001,1822.8100000000002,0.08,1.3904000000000003,761.2440000000001,65.0,True,Reorder Now
884878,1,2.21,2.21,99.9,6,22,201,A,Z,AZ,BEVERAGES,0,3.0,6.63,6.63,2419.95,2419.95,0.18,1.1934,435.591,25.0,False,OK
885543,1,7.17,12.23,58.7,43,129,472,A,Y,AY,PREPARED FOODS,1,5.5,67.265,39.435,24551.725,14393.775000000001,0.08,5.3812,2946.207,95.0,True,Reorder Now
886398,1,1.12,2.34,47.8,5,22,207,A,Z,AZ,GROCERY I,0,2.5,5.85,2.8000000000000003,2135.25,1022.0000000000001,0.18,1.053,384.34499999999997,14.0,True,Reorder Now
888761,1,1.83,2.33,78.5,7,23,206,A,Z,AZ,DELI,1,4.5,10.485,8.235,3827.0249999999996,3005.7749999999996,0.18,1.8872999999999998,1033.29675,22.0,True,Reorder Now
888763,1,1.71,2.26,75.8,8,24,203,A,Y,AY,DELI,1,4.5,10.169999999999998,7.695,3712.0499999999993,2808.675,0.08,0.8135999999999999,445.4459999999999,20.0,True,Reorder Now
890213,1,2.06,3.16,65.2,10,32,240,A,Z,AZ,GROCERY I,0,2.5,7.9,5.15,2883.5,1879.7500000000002,0.18,1.422,519.03,35.0,False,OK
890215,1,1.81,3.02,59.9,10,31,235,A,Z,AZ,GROCERY I,0,2.5,7.55,4.525,2755.75,1651.6250000000002,0.18,1.359,496.03499999999997,15.0,True,Critical
892076,1,1.56,4.02,38.8,9,37,271,A,Y,AY,GROCERY I,0,2.5,10.049999999999999,3.9000000000000004,3668.2499999999995,1423.5000000000002,0.08,0.8039999999999999,293.46,58.0,False,OK
895291,1,6.12,10.98,55.8,36,113,448,A,Y,AY,POULTRY,1,6.0,65.88,36.72,24046.199999999997,13402.8,0.08,5.2703999999999995,2885.544,179.0,False,OK
898656,1,2.23,3.78,59.0,11,37,263,A,Z,AZ,DAIRY,1,2.2,8.316,4.906000000000001,3035.34,1790.6900000000003,0.18,1.49688,819.5418,46.0,False,OK
903284,1,6.6,19.86,33.2,50,189,602,A,Z,AZ,POULTRY,1,6.0,119.16,39.599999999999994,43493.4,14453.999999999998,0.18,21.4488,11743.218,197.0,False,OK
903285,1,8.8,23.47,37.5,57,221,654,A,Z,AZ,POULTRY,1,6.0,140.82,52.800000000000004,51399.299999999996,19272.0,0.18,25.347599999999996,13877.810999999998,170.0,True,Reorder Now
903286,1,9.51,24.56,38.7,66,238,670,A,Z,AZ,POULTRY,1,6.0,147.35999999999999,57.06,53786.399999999994,20826.9,0.18,26.524799999999995,14522.327999999998,328.0,False,OK
906979,1,5.45,6.94,78.5,25,74,356,A,Z,AZ,BEVERAGES,0,3.0,20.82,16.35,7599.3,5967.750000000001,0.18,3.7476,1367.874,90.0,False,OK
907684,1,3.88,8.55,45.4,20,80,395,A,Z,AZ,BEVERAGES,0,3.0,25.650000000000002,11.64,9362.25,4248.6,0.18,4.617,1685.205,48.0,True,Reorder Now
911429,1,2.32,3.35,69.3,9,33,247,A,Y,AY,GROCERY I,0,2.5,8.375,5.8,3056.875,2117.0,0.08,0.67,244.55,49.0,False,OK
911871,1,0.88,1.59,55.0,3,15,170,A,Y,AY,CLEANING,0,4.0,6.36,3.52,2321.4,1284.8,0.08,0.5088,185.71200000000002,21.0,False,OK
911989,1,1.81,2.31,78.5,7,23,205,A,Z,AZ,CLEANING,0,4.0,9.24,7.24,3372.6,2642.6,0.18,1.6632,607.068,35.0,False,OK
913102,1,5.6,8.38,66.8,40,99,391,A,Z,AZ,BEVERAGES,0,3.0,25.14,16.799999999999997,9176.1,6131.999999999999,0.18,4.5252,1651.6979999999999,126.0,False,OK
913363,1,8.7,18.93,45.9,51,183,588,A,Y,AY,CLEANING,0,4.0,75.72,34.8,27637.8,12701.999999999998,0.08,6.0576,2211.024,208.0,False,OK
913364,1,5.3,11.98,44.3,29,112,468,A,Y,AY,CLEANING,0,4.0,47.92,21.2,17490.8,7738.0,0.08,3.8336,1399.2640000000001,101.0,True,Reorder Now
913967,1,1.44,2.92,49.2,8,28,231,A,Y,AY,GROCERY I,0,2.5,7.3,3.5999999999999996,2664.5,1313.9999999999998,0.08,0.584,213.16,43.0,False,OK
913968,1,2.13,6.05,35.2,12,55,332,A,Z,AZ,GROCERY I,0,2.5,15.125,5.324999999999999,5520.625,1943.6249999999998,0.18,2.7224999999999997,993.7124999999999,79.0,False,OK
916885,1,2.32,2.44,95.4,7,24,211,A,Y,AY,CLEANING,0,4.0,9.76,9.28,3562.4,3387.2,0.08,0.7808,284.992,11.0,True,Critical
916886,1,3.73,9.97,37.5,19,89,426,A,Y,AY,CLEANING,0,4.0,39.88,14.92,14556.2,5445.8,0.08,3.1904000000000003,1164.496,38.0,True,Critical
926958,1,2.34,3.04,77.0,8,29,236,A,Z,AZ,GROCERY I,0,2.5,7.6,5.85,2774.0,2135.25,0.18,1.3679999999999999,499.31999999999994,25.0,True,Reorder Now
933780,1,2.73,5.98,45.6,18,60,330,A,Z,AZ,GROCERY I,0,2.5,14.950000000000001,6.825,5456.75,2491.125,0.18,2.6910000000000003,982.2150000000001,82.0,False,OK
938566,1,7.16,5.0,143.2,57,92,302,A,Z,AZ,GROCERY I,0,2.5,12.5,17.9,4562.5,6533.499999999999,0.18,2.25,821.25,146.0,False,OK
938567,1,11.33,6.49,174.6,107,152,344,A,Z,AZ,GROCERY I,0,2.5,16.225,28.325,5922.125000000001,10338.625,0.18,2.9205,1065.9825,88.0,True,Reorder Now
938570,1,2.91,4.22,69.1,15,45,278,A,Z,AZ,GROCERY I,0,2.5,10.549999999999999,7.275,3850.7499999999995,2655.375,0.18,1.8989999999999998,693.1349999999999,50.0,False,OK
938574,1,1.59,2.66,59.9,7,26,220,A,Z,AZ,GROCERY I,0,2.5,6.65,3.975,2427.25,1450.875,0.18,1.197,436.90500000000003,22.0,True,Reorder Now
938575,1,19.3,3.55,544.0,28,53,254,A,Z,AZ,GROCERY I,0,2.5,8.875,48.25,3239.375,17611.25,0.18,1.5975,583.0875,83.0,False,OK
938576,1,70.26,20.62,340.8,279,424,613,A,Z,AZ,GROCERY I,0,2.5,51.550000000000004,175.65,18815.75,64112.25,0.18,9.279,3386.835,598.0,False,OK
939129,1,1.66,3.06,54.1,8,30,236,A,Y,AY,DAIRY,1,2.2,6.732000000000001,3.652,2457.1800000000003,1332.98,0.08,0.5385600000000001,294.86160000000007,42.0,False,OK
939130,1,1.26,2.75,45.8,6,26,224,A,Y,AY,DAIRY,1,2.2,6.050000000000001,2.7720000000000002,2208.2500000000005,1011.7800000000001,0.08,0.48400000000000004,264.99,25.0,True,Reorder Now
939207,1,5.22,10.27,50.8,29,101,433,A,Z,AZ,DAIRY,1,2.2,22.594,11.484,8246.810000000001,4191.66,0.18,4.06692,2226.6387,91.0,True,Reorder Now
939210,1,3.68,5.62,65.4,19,58,320,A,Z,AZ,DAIRY,1,2.2,12.364,8.096000000000002,4512.860000000001,2955.040000000001,0.18,2.22552,1218.4722,42.0,True,Reorder Now
939661,1,1.67,2.38,70.3,7,24,208,A,Z,AZ,GROCERY I,0,2.5,5.949999999999999,4.175,2171.7499999999995,1523.875,0.18,1.0709999999999997,390.9149999999999,11.0,True,Critical
939662,1,0.99,1.79,55.4,4,17,181,A,Z,AZ,GROCERY I,0,2.5,4.475,2.475,1633.3749999999998,903.375,0.18,0.8054999999999999,294.00749999999994,24.0,False,OK
939663,1,1.17,2.11,55.6,6,21,196,A,Z,AZ,GROCERY I,0,2.5,5.2749999999999995,2.925,1925.3749999999998,1067.625,0.18,0.9494999999999999,346.56749999999994,29.0,False,OK
940591,1,1.69,4.1,41.2,9,38,274,A,Z,AZ,CLEANING,0,4.0,16.4,6.76,5985.999999999999,2467.4,0.18,2.9519999999999995,1077.4799999999998,61.0,False,OK
940592,1,3.64,7.33,49.6,25,76,366,A,Z,AZ,CLEANING,0,4.0,29.32,14.56,10701.8,5314.400000000001,0.18,5.2776,1926.3239999999998,121.0,False,OK
949053,1,1.67,2.76,60.8,7,27,224,A,Z,AZ,GROCERY I,0,2.5,6.8999999999999995,4.175,2518.5,1523.875,0.18,1.2419999999999998,453.3299999999999,29.0,False,OK
949243,1,1.2,2.06,58.2,7,21,194,A,Z,AZ,PERSONAL CARE,0,5.0,10.3,6.0,3759.5000000000005,2190.0,0.18,1.854,676.71,28.0,False,OK
949296,1,0.75,1.48,50.6,4,14,164,A,Y,AY,CLEANING,0,4.0,5.92,3.0,2160.8,1095.0,0.08,0.4736,172.864,21.0,False,OK
949297,1,1.0,1.68,59.9,4,16,175,A,Z,AZ,CLEANING,0,4.0,6.72,4.0,2452.7999999999997,1460.0,0.18,1.2096,441.504,23.0,False,OK
949298,1,0.87,1.56,55.7,4,15,169,A,Z,AZ,CLEANING,0,4.0,6.24,3.48,2277.6,1270.2,0.18,1.1232,409.968,10.0,True,Reorder Now
949299,1,0.46,1.27,36.4,2,11,152,A,Z,AZ,CLEANING,0,4.0,5.08,1.84,1854.2,671.6,0.18,0.9144,333.756,10.0,True,Reorder Now
953427,1,2.91,6.49,44.8,19,65,344,A,Y,AY,DAIRY,1,2.2,14.278000000000002,6.402000000000001,5211.470000000001,2336.7300000000005,0.08,1.1422400000000001,625.3764000000001,36.0,True,Reorder Now
953428,1,3.45,6.6,52.3,19,65,347,A,Y,AY,DAIRY,1,2.2,14.52,7.590000000000001,5299.8,2770.3500000000004,0.08,1.1616,635.976,100.0,False,OK
956012,1,5.1,5.34,95.5,24,61,312,A,Z,AZ,GROCERY I,0,2.5,13.35,12.75,4872.75,4653.75,0.18,2.403,877.095,69.0,False,OK
956013,1,2.95,4.88,60.5,15,49,298,A,Z,AZ,GROCERY I,0,2.5,12.2,7.375,4453.0,2691.875,0.18,2.1959999999999997,801.5399999999998,33.0,True,Reorder Now
956014,1,2.75,5.6,49.1,14,53,320,A,Z,AZ,GROCERY I,0,2.5,14.0,6.875,5110.0,2509.375,0.18,2.52,919.8,64.0,False,OK
959437,1,3.8,4.0,95.1,15,43,270,A,Z,AZ,"LIQUOR,WINE,BEER",0,3.0,12.0,11.399999999999999,4380.0,4160.999999999999,0.18,2.16,788.4000000000001,49.0,False,OK
959502,1,5.18,9.54,54.3,39,106,417,A,Z,AZ,CLEANING,0,4.0,38.16,20.72,13928.4,7562.799999999999,0.18,6.868799999999999,2507.1119999999996,88.0,True,Reorder Now
964752,1,4.79,8.0,59.9,24,80,382,A,Z,AZ,GROCERY I,0,2.5,20.0,11.975,7300.0,4370.875,0.18,3.5999999999999996,1313.9999999999998,43.0,True,Reorder Now
964753,1,1.49,2.9,51.4,7,28,230,A,Z,AZ,GROCERY I,0,2.5,7.25,3.725,2646.25,1359.625,0.18,1.305,476.325,34.0,False,OK
968432,1,4.93,16.32,30.2,26,140,546,A,Z,AZ,BEVERAGES,0,3.0,48.96,14.79,17870.4,5398.349999999999,0.18,8.8128,3216.6719999999996,143.0,False,OK
968935,1,3.65,6.56,55.7,22,68,346,A,Z,AZ,"LIQUOR,WINE,BEER",0,3.0,19.68,10.95,7183.2,3996.7499999999995,0.18,3.5423999999999998,1292.9759999999999,90.0,False,OK
977007,1,1.57,2.74,57.2,10,30,224,A,Z,AZ,CLEANING,0,4.0,10.96,6.28,4000.4,2292.2000000000003,0.18,1.9728,720.072,31.0,False,OK
979195,1,1.38,2.47,56.1,9,26,212,A,Y,AY,CLEANING,0,4.0,9.88,5.52,3606.2000000000003,2014.8,0.08,0.7904000000000001,288.49600000000004,37.0,False,OK
979196,1,1.14,2.05,55.8,5,20,193,A,Y,AY,CLEANING,0,4.0,8.2,4.56,2992.9999999999995,1664.3999999999999,0.08,0.6559999999999999,239.43999999999997,21.0,False,OK
985823,1,4.41,8.62,51.2,24,84,397,A,Z,AZ,GROCERY I,0,2.5,21.549999999999997,11.025,7865.749999999999,4024.125,0.18,3.8789999999999996,1415.8349999999998,90.0,False,OK
986193,1,2.94,5.05,58.2,14,49,304,A,Y,AY,BREAD/BAKERY,1,1.5,7.574999999999999,4.41,2764.8749999999995,1609.65,0.08,0.606,331.78499999999997,71.0,False,OK
987308,1,3.43,8.97,38.2,19,82,405,A,Y,AY,GROCERY I,0,2.5,22.425,8.575000000000001,8185.125,3129.8750000000005,0.08,1.794,654.8100000000001,73.0,True,Reorder Now
988459,1,13.74,32.29,42.6,56,282,768,A,Z,AZ,PREPARED FOODS,1,5.5,177.595,75.57000000000001,64822.175,27583.050000000003,0.18,31.9671,17501.98725,158.0,True,Reorder Now
991114,1,1.89,2.28,82.7,7,23,204,A,Z,AZ,DELI,1,4.5,10.26,8.504999999999999,3744.9,3104.325,0.18,1.8468,1011.123,10.0,True,Critical
999545,1,2.72,4.89,55.6,12,46,299,A,Y,AY,CLEANING,0,4.0,19.56,10.88,7139.4,3971.2000000000003,0.08,1.5648,571.152,60.0,False,OK
999546,1,3.28,5.02,65.4,15,50,303,A,Y,AY,CLEANING,0,4.0,20.08,13.12,7329.2,4788.799999999999,0.08,1.6063999999999998,586.3359999999999,57.0,False,OK
999547,1,10.39,18.51,56.2,72,201,581,A,Z,AZ,CLEANING,0,4.0,74.04,41.56,27024.600000000002,15169.400000000001,0.18,13.327200000000001,4864.428000000001,250.0,False,OK
1003679,1,1.25,2.14,58.5,6,21,197,A,Z,AZ,GROCERY I,0,2.5,5.3500000000000005,3.125,1952.7500000000002,1140.625,0.18,0.9630000000000001,351.495,14.0,True,Reorder Now
1004550,1,5.81,15.42,37.7,38,146,530,A,Z,AZ,"LIQUOR,WINE,BEER",0,3.0,46.26,17.43,16884.899999999998,6361.95,0.18,8.326799999999999,3039.2819999999997,82.0,True,Reorder Now
1004551,1,6.27,11.87,52.8,34,117,465,A,Z,AZ,"LIQUOR,WINE,BEER",0,3.0,35.61,18.81,12997.65,6865.65,0.18,6.4098,2339.5769999999998,49.0,True,Critical
1012787,1,2.36,4.09,57.8,14,43,273,A,Z,AZ,GROCERY I,0,2.5,10.225,5.8999999999999995,3732.125,2153.5,0.18,1.8404999999999998,671.7824999999999,35.0,True,Reorder Now
1014864,1,1.65,3.22,51.1,9,31,243,A,Z,AZ,DAIRY,1,2.2,7.084000000000001,3.63,2585.6600000000003,1324.95,0.18,1.2751200000000003,698.1282000000001,34.0,False,OK
1014865,1,3.87,8.0,48.4,23,79,382,A,Z,AZ,DAIRY,1,2.2,17.6,8.514000000000001,6424.000000000001,3107.6100000000006,0.18,3.168,1734.4800000000002,69.0,True,Reorder Now
1018878,1,3.22,4.92,65.5,13,47,300,A,Y,AY,DAIRY,1,2.2,10.824,7.084000000000001,3950.7599999999998,2585.6600000000003,0.08,0.86592,474.0912000000001,43.0,True,Reorder Now
1021281,1,1.75,2.84,61.6,9,29,228,A,Z,AZ,CLEANING,0,4.0,11.36,7.0,4146.4,2555.0,0.18,2.0448,746.352,43.0,False,OK
1028589,1,0.92,1.98,46.4,5,19,190,A,Z,AZ,"LIQUOR,WINE,BEER",0,3.0,5.9399999999999995,2.7600000000000002,2168.1,1007.4000000000001,0.18,1.0692,390.258,16.0,True,Reorder Now
1033395,1,2.84,4.71,60.3,13,46,293,A,Y,AY,BREAD/BAKERY,1,1.5,7.0649999999999995,4.26,2578.725,1554.8999999999999,0.08,0.5651999999999999,309.44699999999995,47.0,False,OK
1036689,1,3.56,7.61,46.8,27,80,373,A,Z,AZ,GROCERY I,0,2.5,19.025000000000002,8.9,6944.125000000001,3248.5,0.18,3.4245,1249.9425,107.0,False,OK
1037845,1,3.04,7.45,40.8,17,69,369,A,Z,AZ,GROCERY I,0,2.5,18.625,7.6,6798.125,2774.0,0.18,3.3525,1223.6625,60.0,True,Reorder Now
1037846,1,3.11,7.2,43.2,21,72,363,A,Z,AZ,GROCERY I,0,2.5,18.0,7.7749999999999995,6570.0,2837.875,0.18,3.2399999999999998,1182.6,83.0,False,OK
1037857,1,6.44,9.24,69.7,38,103,411,A,Z,AZ,BEVERAGES,0,3.0,27.72,19.32,10117.8,7051.8,0.18,4.989599999999999,1821.2039999999997,148.0,False,OK
1044592,1,0.94,2.08,44.9,5,19,195,A,Z,AZ,DAIRY,1,2.2,4.5760000000000005,2.068,1670.2400000000002,754.82,0.18,0.8236800000000001,450.9648000000001,29.0,False,OK
1047674,1,3.36,7.22,46.5,19,70,363,A,Z,AZ,BEVERAGES,0,3.0,21.66,10.08,7905.9,3679.2,0.18,3.8988,1423.0620000000001,40.0,True,Reorder Now
1047675,1,3.71,6.79,54.7,17,64,352,A,Z,AZ,BEVERAGES,0,3.0,20.37,11.129999999999999,7435.05,4062.45,0.18,3.6666,1338.309,97.0,False,OK
1047679,1,15.88,35.02,45.3,94,339,799,A,Z,AZ,BEVERAGES,0,3.0,105.06,47.64,38346.9,17388.6,0.18,18.9108,6902.441999999999,336.0,True,Reorder Now
1047680,1,5.31,19.92,26.7,32,172,603,A,Z,AZ,BEVERAGES,0,3.0,59.760000000000005,15.93,21812.4,5814.45,0.18,10.7568,3926.232,122.0,True,Reorder Now
1047681,1,3.72,7.17,51.9,18,68,362,A,Z,AZ,BEVERAGES,0,3.0,21.509999999999998,11.16,7851.15,4073.4,0.18,3.8717999999999995,1413.2069999999999,65.0,True,Reorder Now
1047682,1,4.75,3.9,121.9,12,39,267,A,Z,AZ,BEVERAGES,0,3.0,11.7,14.25,4270.5,5201.25,0.18,2.106,768.6899999999999,61.0,False,OK
1047685,1,6.73,18.75,35.9,37,168,585,A,Z,AZ,BEVERAGES,0,3.0,56.25,20.19,20531.25,7369.35,0.18,10.125,3695.625,167.0,True,Reorder Now
